## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=06_QC/insertSizeHistogram.pdf INPUT=01_Alignment/262_16.sorted.rg.markDup.realigned.baseQreCali.bam OUTPUT=06_QC/insertSizeMetrics.txt TMP_DIR=[/illumina/runs_diag/pipeline/tmp] VALIDATION_STRINGENCY=LENIENT    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Apr 15 16:08:56 CEST 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
215	79	2	243637972	230.489632	114.403489	58078356	FR	31	63	93	125	159	195	235	283	355	663			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	307
3	313
4	480
5	268
6	299
7	401
8	352
9	917
10	386
11	377
12	310
13	375
14	608
15	461
16	400
17	422
18	519
19	6412
20	7242
21	5892
22	4651
23	5349
24	4145
25	4206
26	4880
27	6940
28	7869
29	8434
30	8877
31	9393
32	10682
33	12695
34	15507
35	19684
36	28821
37	38087
38	42144
39	46130
40	45633
41	46296
42	47883
43	49812
44	52570
45	55438
46	58583
47	62250
48	65447
49	68497
50	68388
51	68540
52	69169
53	71790
54	74714
55	75595
56	79236
57	83284
58	85918
59	89130
60	88051
61	88066
62	90120
63	91820
64	96128
65	95231
66	98567
67	101785
68	103342
69	109386
70	108955
71	111125
72	111575
73	110740
74	113483
75	112831
76	115350
77	119894
78	122392
79	128596
80	128085
81	130168
82	128783
83	129884
84	131429
85	132689
86	134323
87	137804
88	141195
89	146748
90	146724
91	148390
92	147201
93	149601
94	151068
95	152192
96	153011
97	154227
98	156280
99	160653
100	164413
101	165890
102	166048
103	167429
104	167498
105	169640
106	169233
107	169924
108	171897
109	173745
110	177176
111	179088
112	181866
113	180192
114	181244
115	180082
116	180162
117	181344
118	183549
119	185566
120	187979
121	188490
122	189264
123	190964
124	191037
125	190115
126	188412
127	189095
128	189775
129	193231
130	194587
131	194721
132	196110
133	197942
134	197539
135	197105
136	195593
137	196695
138	195449
139	197353
140	198325
141	198786
142	200417
143	201787
144	202459
145	201583
146	199399
147	198437
148	200074
149	201202
150	202120
151	203167
152	202032
153	203489
154	203220
155	202609
156	203583
157	202542
158	201827
159	202679
160	202849
161	202639
162	202314
163	204196
164	204038
165	205005
166	203362
167	203596
168	202607
169	202422
170	201776
171	203163
172	202274
173	202779
174	203643
175	204803
176	202061
177	202591
178	201388
179	201628
180	200785
181	200688
182	199915
183	200462
184	202519
185	200128
186	200672
187	200138
188	200080
189	199498
190	197626
191	197182
192	198035
193	198766
194	198467
195	197842
196	198737
197	197114
198	197790
199	196230
200	195471
201	194223
202	194281
203	194958
204	194763
205	194564
206	194624
207	193431
208	193016
209	192185
210	191478
211	191145
212	191576
213	191376
214	191755
215	190435
216	190328
217	189473
218	188518
219	188412
220	187518
221	187048
222	186630
223	186526
224	186281
225	186270
226	185294
227	185043
228	184829
229	184454
230	182832
231	182594
232	181797
233	181247
234	180797
235	181473
236	180018
237	179698
238	179119
239	178888
240	177763
241	176562
242	176909
243	176895
244	174971
245	174726
246	173466
247	173352
248	172507
249	173561
250	171598
251	171425
252	171609
253	170099
254	170490
255	168339
256	168502
257	166709
258	166861
259	167270
260	165768
261	165791
262	164069
263	163841
264	163761
265	162118
266	161738
267	161004
268	160592
269	160064
270	158511
271	158701
272	157725
273	156664
274	156354
275	155104
276	154084
277	153854
278	153331
279	153761
280	152292
281	151142
282	150731
283	149252
284	148725
285	148085
286	147500
287	146729
288	145631
289	145354
290	143856
291	143742
292	143180
293	141538
294	142241
295	140996
296	140204
297	139886
298	138874
299	138008
300	136714
301	136537
302	135409
303	135339
304	134415
305	133379
306	132687
307	131365
308	130776
309	130331
310	129901
